Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Georeference
Industrial,NY0212245,ALBANY INTERNATIONAL AIRPORT,Surface,,737 ALBANY SHAKER RD,ALBANY,NY,USA,12211,42.74,-73.81,"(42.74, -73.81)",POINT (-73.81 42.74)
Industrial,NY0257303,MASSENA PORT OF ENTRY STATION,Ground,0.00,30M SEAWAY INTERNATIONAL BRIDGE|ST RTE 37 & MASSENA-CORNWALL INTERNATIONAL BRIDGE,MASSENA,NY,USA,13662,44.98,-74.74,"(44.98, -74.74)",POINT (-74.74 44.98)
Industrial,NY0267546,EMPIRE POWER PLANT,Surface,2.00,75 RIVERSIDE AVE,RENSSELAER,NY,USA,12144,42.63,-73.75,"(42.63, -73.75)",POINT (-73.75 42.63)
Municipal,NY0031208,SAUGERTIES (V) DOCK STREET STP,Surface,1.36,DOCK ST,SAUGERTIES,NY,USA,12477,42.07,-73.94,"(42.07, -73.94)",POINT (-73.94 42.07)
Industrial,NY0203335,WASHINGTON MILLS ELECTRO MINERALS,Surface,4.67,1801 BUFFALO AVE,NIAGARA FALLS,NY,USA,14302,43.08,-79.04,"(43.08, -79.04)",POINT (-79.04 43.08)
Municipal,NY0183695,WASHINGTON CO SEWER DIST #2,Surface,2.50,17 CORTLAND ST,FORT EDWARD,NY,USA,12828,43.26,-73.58,"(43.26, -73.58)",POINT (-73.58 43.26)
Industrial,NY0274747,SAUGERTIES TERMINAL,Surface,,240 ULSTER AVE,SAUGERTIES,NY,USA,12477,42.08,-73.97,"(42.08, -73.97)",POINT (-73.97 42.08)
Municipal,NY0026549,NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT,Surface,0.18,ST RTES 42 & 55|REYNOLDS RD,GRAHAMSVILLE,NY,USA,12740,41.84,-74.54,"(41.84, -74.54)",POINT (-74.54 41.84)
Municipal,NY0105104,HANOVER WATER POLLUTION CONTROL FACILITY,Surface,0.50,12784 BUFFALO RD,IRVING,NY,USA,14081,42.57,-79.11,"(42.57, -79.11)",POINT (-79.11 42.57)
Municipal,NY0100803,PEEKSKILL WASTE WATER TREATMENT FACILITY,Surface,10.00,700 HIGHLAND AVE,PEEKSKILL,NY,USA,10601,41.30,-73.93,"(41.3, -73.93)",POINT (-73.93 41.3)
Industrial,NY0267007,SIMPLY LITE FOODS CORP,Ground,0.00,74 MALL DR,COMMACK,NY,USA,,40.81,-73.27,"(40.81, -73.27)",POINT (-73.27 40.81)
Municipal,NY0145564,GLASCO WASTEWATER TREATMENT PLANT,Surface,0.42,234 HUDSON ST,SAUGERTIES,NY,USA,12477,42.04,-73.94,"(42.04, -73.94)",POINT (-73.94 42.04)
Industrial,NY0110311,SYRACUSE HAULERS WASTE REMOVAL INC,Surface,0.02,6223 THOMPSON RD - PLANT 1,SYRACUSE,NY,USA,13206,43.07,-76.09,"(43.07, -76.09)",POINT (-76.09 43.07)
Industrial,NY0200841,QUEENS DISTRICT 5/5A GARAGE,Surface,,48-01 58TH RD,MASPETH,NY,USA,11378,40.72,-73.92,"(40.72, -73.92)",POINT (-73.92 40.72)
Industrial,NY0243698,MODERN LANDFILL INC,Surface,,PLETCHER RD,MODEL CITY,NY,USA,14107,43.21,-78.98,"(43.21, -78.98)",POINT (-78.98 43.21)
Industrial,NY0236179,OGDENSBURG ENERGY FACILITY,Surface,,21 ENTRANCE AVE,OGDENSBURG,NY,USA,13669,44.73,-75.44,"(44.73, -75.44)",POINT (-75.44 44.73)
Industrial,NY0228133,HARDINGE INC,Surface,1.21,1 HARDINGE DR,HORSEHEADS,NY,USA,14902,42.14,-76.82,"(42.14, -76.82)",POINT (-76.82 42.14)
Industrial,NY0265039,WHITE PLAINS SUBSTATION,Surface,,9 NEW ST,WHITE PLAINS,NY,USA,10601,41.03,-73.77,"(41.03, -73.77)",POINT (-73.77 41.03)
Industrial,NY0074101,FORD BROS WHOLESALE MEATS,Surface,0.00,9129 US RTE 219|ASHFORD HOLLOW,WEST VALLEY,NY,USA,14171,42.40,-78.68,"(42.4, -78.68)",POINT (-78.68 42.4)
Municipal,NY0263354,NEW KINGSTON WWTF,Ground,0.01,4828 CO HWY 6,MIDDLETOWN,NY,USA,12459,42.21,-74.68,"(42.21, -74.68)",POINT (-74.68 42.21)
Industrial,NY0284076,NEWFIELD CONVENIENCE LLC,Ground,0.00,1253 W DANBY RD,NEWFIELD,NY,USA,14867,42.39,-76.55,"(42.39, -76.55)",POINT (-76.55 42.39)
Industrial,NY0262358,BINGHAMTON WTR TREAT PLT,Surface,0.01,25 BROOME ST SUSQUEHANNA RIVER,BINGHAMTON,NY,USA,13901,42.10,-75.90,"(42.1, -75.9)",POINT (-75.9 42.1)
Municipal,NY0062251,BLOOMING GROVE TAPPAN HOMES SEWER DIST,Surface,0.07,NORTH DR - W SIDE,BLOOMING GROVE,NY,USA,10914,41.40,-74.19,"(41.4, -74.19)",POINT (-74.19 41.4)
Industrial,NY0235041,PAWLING TERMINALS INC,Surface,,10 CHARLES ST,PAWLING,NY,USA,12564,41.56,-73.60,"(41.56, -73.6)",POINT (-73.6 41.56)
Industrial,NY0226947,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Industrial,NY0277118,126-20 WILLETS POINT BLVD REDEVELOPMENT,Surface,0.29,126-20 WILLETS POINT BLVD,QUEENS,NY,USA,11368,40.76,-73.84,"(40.76, -73.84)",POINT (-73.84 40.76)
Industrial,NY0237817,BOHEMAI AUTO WASH,Ground,,4740 SUNRISE HWY,BOHEMIA,NY,USA,11716,40.76,-73.11,"(40.76, -73.11)",POINT (-73.11 40.76)
Industrial,NY0002178,HANSON - JAMESVILLE QUARRY,Surface,2.00,4800 JAMESVILLE RD,JAMESVILLE,NY,USA,13078,43.00,-76.07,"(43.0, -76.07)",POINT (-76.07 43)
Industrial,NY0291293,GERNATT ASPHALT PRODUCTS - SPRINGVILLE PLANT,Surface,,13650 BENZ RD,SPRINGVILLE,NY,USA,14141,42.50,-78.65,"(42.5, -78.65)",POINT (-78.65 42.5)
Industrial,NY0073547,OLEAN ADVANCED PRODUCTS,Surface,0.30,1695 SENECA AVE,OLEAN,NY,USA,14760,42.07,-78.40,"(42.07, -78.4)",POINT (-78.4 42.07)
Industrial,NY0266761,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Industrial,NY0227129,THE LAUNDRY BASKET,Ground,0.01,290 LARKFIELD RD,EAST NORTHPORT,NY,USA,11731,40.87,-73.32,"(40.87, -73.32)",POINT (-73.32 40.87)
Municipal,NY0077593,VALLEY DALE STP,Surface,0.04,68 FOREST VALLEY RD,PLEASANT VALLEY,NY,USA,12569,41.73,-73.81,"(41.73, -73.81)",POINT (-73.81 41.73)
Industrial,NY0275689,ANGOLA MAINTENANCE CENTER,Surface,0.00,8730 DELAMETER RD,ANGOLA,NY,USA,14006,42.65,-79.02,"(42.65, -79.02)",POINT (-79.02 42.65)
Industrial,NY0226831,LAUNDERMAGIC OF PATCHOGUE,Ground,,770 MONTAUK HWY,EAST PATCHOGUE,NY,USA,11772,40.77,-72.99,"(40.77, -72.99)",POINT (-72.99 40.77)
Municipal,NY0026221,ROCKAWAY WASTEWATER RESOURCE RECOVERY FACILITY,Surface,45.00,106-21 BEACH CHANNEL DR,ROCKAWAY,NY,USA,11694,40.58,-73.83,"(40.58, -73.83)",POINT (-73.83 40.58)
Industrial,NY0161004,NYS DOT RES ENGR SUBHQ RUSH,Surface,0.00,1235 RUSH-SCOTTSVILLE RD,RUSH,NY,USA,14474,43.00,-77.67,"(43.0, -77.67)",POINT (-77.67 43)
Industrial,NY0069019,BISON YARD FACILITY,Surface,0.21,500 BISON PKWY,BUFFALO,NY,USA,,42.89,-78.80,"(42.89, -78.8)",POINT (-78.8 42.89)
Industrial,NY0277088,NYC DDC - DUMBO/Vinegar Hill Sewer Reconstruction (HWKKP005),Surface,0.43,John St & Adams St|Terminus of Adams St,Brooklyn,NY,USA,11201,40.70,-73.99,"(40.7, -73.99)",POINT (-73.99 40.7)
Industrial,NY0200794,NYC DEP-SHAFTS 15B TUNNEL #3,Surface,1.50,ROOSEVELT ISLAND,NEW YORK,NY,USA,,40.77,-73.95,"(40.77, -73.95)",POINT (-73.95 40.77)
Industrial,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,,WEBB RD,CLAVERACK,NY,USA,,42.23,-73.75,"(42.23, -73.75)",POINT (-73.75 42.23)
Industrial,NY0291277,Town of Stockton Municipal Garage,Surface,,4800 Co Rte 58,Stockton,NY,USA,14784,42.31,-79.37,"(42.31, -79.37)",POINT (-79.37 42.31)
Industrial,NY0025925,WATCHTOWER BIBLE & TRACT SOCIETY,Surface,0.09,900 RED MILLS RD,WALLKILL,NY,USA,12589,41.64,-74.26,"(41.64, -74.26)",POINT (-74.26 41.64)
Industrial,NY0265209,HARTFORD QUARRY,Surface,,ST RTE 149 - N SIDE - E OF KINGSBURY TOWNLINE,HARTFORD,NY,USA,12838,43.38,-73.48,"(43.38, -73.48)",POINT (-73.48 43.38)
Industrial,NY0248657,POMPA BROS QUARRY & MILL,Surface,0.13,5 PETRIFIED GARDENS RD,SARATOGA SPRINGS,NY,USA,12866,43.08,-73.85,"(43.08, -73.85)",POINT (-73.85 43.08)
Industrial,NY0269379,ASHE OIL CO,Surface,,5540 WOLFSPRING RD,SCIO,NY,USA,14880,42.10,-78.04,"(42.1, -78.04)",POINT (-78.04 42.1)
Industrial,NY0246832,SODUS-V LAKE WATER TREATMENT PLANT,Surface,0.03,MAPLE AVENUE EXTENSION,SODUS,NY,USA,14451,43.27,-77.06,"(43.27, -77.06)",POINT (-77.06 43.27)
Industrial,NY0075132,WESTCHESTER COUNTY AIRPORT,Surface,,240 AIRPORT RD|ST RTE 120,PURCHASE,NY,USA,10528,41.07,-73.71,"(41.07, -73.71)",POINT (-73.71 41.07)
Industrial,NY0007145,1900 SOUTH AVE LOGISTICS,Surface,0.00,"1900 SOUTH AVE|B:1801, L:35,75",STATEN ISLAND,NY,USA,10314,40.60,-74.20,"(40.6, -74.2)",POINT (-74.2 40.6)
Industrial,NY0263320,BROOKS HOUSE OF BAR-B-Q,Ground,0.01,5560 ST HWY 7,ONEONTA,NY,USA,13820,42.46,-75.02,"(42.46, -75.02)",POINT (-75.02 42.46)
Industrial,NY0227234,CISCON LAUNDRY INC,Ground,0.01,4520 Sunrise Hwy,Oakdale,NY,USA,11769,40.75,-73.12,"(40.75, -73.12)",POINT (-73.12 40.75)
Municipal,NY0252042,VILLAGE OF MAYFIELD WWTP,Surface,0.13,MAYFIELD LAKE,MAYFIELD,NY,USA,12117,43.10,-74.26,"(43.1, -74.26)",POINT (-74.26 43.1)
Industrial,NY0086479,GREENE TECHNOLOGIES INC,Surface,0.01,GRAND & CLINTON STS,GREENE,NY,USA,13778,42.34,-75.77,"(42.34, -75.77)",POINT (-75.77 42.34)
Municipal,NY0027154,WALTON - V WWTP,Surface,1.55,SOUTH ST,WALTON,NY,USA,13856,42.16,-75.14,"(42.16, -75.14)",POINT (-75.14 42.16)
Industrial,NY0267155,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Industrial,NY0166260,KINGSTON WATER TREATMENT PLANT,Surface,0.07,1442 SAW KILL RD (CO RTE 30),WOODSTOCK,NY,USA,12401,42.01,-74.06,"(42.01, -74.06)",POINT (-74.06 42.01)
Municipal,NY0020117,GOUVERNEUR (V) WWTF,Surface,3.67,4727 ST RTE 58|NATURAL DAM RD - S SIDE OF RD,GOUVERNEUR,NY,USA,13642,44.33,-75.49,"(44.33, -75.49)",POINT (-75.49 44.33)
Industrial,NY0098876,CLARENCE FAHNESTOCK STATE PARK,Ground,0.03,1498 RTE 301,CARMEL,NY,USA,,41.47,-73.82,"(41.47, -73.82)",POINT (-73.82 41.47)
Municipal,NY0033561,HAMMOND -V SEWAGE TREATMENT PLANT,Surface,0.04,LAKE ST,HAMMOND,NY,USA,13646,44.45,-75.69,"(44.45, -75.69)",POINT (-75.69 44.45)
Industrial,NY0275441,TOWN OF PORTLAND HIGHWAY GARAGE,Ground,,6218 E MAIN|US RTE 20,PORTLAND,NY,USA,14769,42.38,-79.46,"(42.38, -79.46)",POINT (-79.46 42.38)
Municipal,NY0035637,MIDPOINT PARK SD/ROYAL RIDGE,Surface,0.07,MARTIN DR - N END,WAPPINGERS FALLS,NY,USA,12590,41.62,-73.86,"(41.62, -73.86)",POINT (-73.86 41.62)
Industrial,NY0272779,DEB-EL FOODS,Surface,,64 KUTGER RD,THOMPSONVILLE,NY,USA,,41.67,-74.61,"(41.67, -74.61)",POINT (-74.61 41.67)
Municipal,NY0022713,VICTOR - V STP,Surface,0.50,1250 BRACE RD,VICTOR,NY,USA,14564,42.98,-77.40,"(42.98, -77.4)",POINT (-77.4 42.98)
Municipal,NY0028908,SAG HARBOR STP,Surface,0.25,BAY ST,SAG HARBOR,NY,USA,11963,41.00,-72.29,"(41.0, -72.29)",POINT (-72.29 41)
Industrial,NY0104973,TRI-TOWN PACKING CORP,Ground,0.00,922 CO RTE 53,WINTHOP,NY,USA,13697,44.81,-74.81,"(44.81, -74.81)",POINT (-74.81 44.81)
Industrial,NY0028592,BUCKEYE ALBANY TERMINAL LLC,Surface,0.03,301 NORMANSKILL ST|PORT OF ALBANY,ALBANY,NY,USA,12202,42.62,-73.76,"(42.62, -73.76)",POINT (-73.76 42.62)
Municipal,NY0027545,CLAYTON STP,Surface,1.10,100 GARDNER ST,CLAYTON,NY,USA,13624,44.24,-76.08,"(44.24, -76.08)",POINT (-76.08 44.24)
Municipal,NY0033022,PHILADELPHIA WWTP,Surface,0.20,GARDEN ST - N SIDE BY INDIAN R,PHILADELPHIA,NY,USA,13673,44.16,-75.71,"(44.16, -75.71)",POINT (-75.71 44.16)
Industrial,NY0005649,TILCON - CLINTON POINT QUARRY,Surface,4.49,SHEAFE RD,POUGHKEEPSIE,NY,USA,12601,41.62,-73.94,"(41.62, -73.94)",POINT (-73.94 41.62)
Industrial,NY0264113,BYRAM LAKE FILTRATION PLANT,Surface,,506 Byram Lake Rd,Mount Kisco,NY,USA,10549,41.18,-73.70,"(41.18, -73.7)",POINT (-73.7 41.18)
Industrial,NY0251984,NYSDOT MAINTENANCE SUBHEADQUARTERS - GREENWICH,Ground,0.00,17 CO RTE 49,GREENWICH,NY,USA,12834,43.14,-73.42,"(43.14, -73.42)",POINT (-73.42 43.14)
Municipal,NY0020966,PORTVILLE WASTEWATER TREATMENT PLANT,Surface,0.78,COWELL ST,PORTVILLE,NY,USA,14770,42.04,-78.34,"(42.04, -78.34)",POINT (-78.34 42.04)
Industrial,NY0003859,HICKLING STATION,Surface,77.34,11884 HICKLING RD,CORNING,NY,USA,14830,42.12,-76.98,"(42.12, -76.98)",POINT (-76.98 42.12)
Industrial,NY0004961,PORT MOBIL,Surface,,4101 ARTHUR KILL RD,STATEN ISLAND,NY,USA,10309,40.54,-74.24,"(40.54, -74.24)",POINT (-74.24 40.54)
Municipal,NY0263982,SAGAMOR SEWER DISTRICT WWTF,Surface,0.04,REGAL PL,EAST FISHKILL,NY,USA,12533,41.61,-73.75,"(41.61, -73.75)",POINT (-73.75 41.61)
Industrial,NY0072281,NEW YORK PLAZA BUILDING,Surface,26.00,1 NEW YORK PLAZA,NEW YORK,NY,USA,10004,40.70,-74.01,"(40.7, -74.01)",POINT (-74.01 40.7)
Industrial,NY0262391,WELL #2 (NICHOLS),Surface,0.00,317 W RIVER RD,NICHOLS,NY,USA,13812,42.02,-76.37,"(42.02, -76.37)",POINT (-76.37 42.02)
Industrial,NY0264423,WAPPINGER FALLS JUNIOR HIGH SCHOOL,Surface,0.00,30 MAJOR MACDNALD WAY,WAPPINGERS FALLS,NY,USA,12590,41.59,-73.92,"(41.59, -73.92)",POINT (-73.92 41.59)
Industrial,NY0026212,26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY,Surface,85.00,122-68 FLATLANDS AVE,BROOKLYN,NY,USA,12207,40.65,-73.88,"(40.65, -73.88)",POINT (-73.88 40.65)
Municipal,NY0021521,SHAWANGUNK WALLKILL SEWER DISTRICT,Surface,0.64,HOFFMAN RD,WALLKILL,NY,USA,12589,41.63,-74.19,"(41.63, -74.19)",POINT (-74.19 41.63)
Industrial,NY0261386,GREENVILLE PACKING CO INC,Ground,0.00,ST RTE 32 - W SIDE - 1� MIS S OF ST RTE 81,GREENVILLE,NY,USA,,42.40,-74.03,"(42.4, -74.03)",POINT (-74.03 42.4)
Industrial,NY0266728,EAST HAMPTON LAUNDRY,Ground,,497 MONTAUK HWY,AMAGANSETT,NY,USA,11930,40.98,-72.13,"(40.98, -72.13)",POINT (-72.13 40.98)
Municipal,NY0023647,HORNELL - C WATER POLLUTION CONTROL PLANT,Surface,4.00,69 PARK DR,HORNELL,NY,USA,14843,42.31,-77.65,"(42.31, -77.65)",POINT (-77.65 42.31)
Industrial,NY0260720,NYSDOT MAINT SUBHEADQUARTERS RT 5S,Surface,0.00,RT 5S I-90 EXT 29,CANAJOHARIE,NY,USA,13317,42.90,-74.57,"(42.9, -74.57)",POINT (-74.57 42.9)
Industrial,NY0259179,CHAUTAUQUA UTILITY DIST WTP,,,2 RAMBLE AVE,CHAUTAUQUA,NY,USA,14722,42.21,-79.47,"(42.21, -79.47)",POINT (-79.47 42.21)
Industrial,NY0033901,CSX TRANSPORTATION DEWITT YARD,Surface,0.05,6200 GIRDEN RD,EAST SYRACUSE,NY,USA,13057,43.07,-76.04,"(43.07, -76.04)",POINT (-76.04 43.07)
Industrial,NY0275735,SOUTH PROTECTION MAINTENANCE CENTER,Surface,0.00,9988 S PROTECTION RD,HOLLAND,NY,USA,14030,42.61,-78.50,"(42.61, -78.5)",POINT (-78.5 42.61)
Industrial,NY0008010,BOWLINE GENERATING STATION,Surface,912.10,140 SAMSONDALE AVE,WEST HAVERSTRAW,NY,USA,10993,41.21,-73.97,"(41.21, -73.97)",POINT (-73.97 41.21)
Industrial,NY0223891,NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS,Surface,0.00,16 MAPLE RD|ST RTE 155 @ ST RTE 85A,VOORHEESVILLE,NY,USA,12186,42.65,-73.92,"(42.65, -73.92)",POINT (-73.92 42.65)
Industrial,NY0259811,HIGHWAY DEPT MAINTENANCE GARAGE,Surface,,600 RTE 6N|MYRTLE AVE & ST RTE 6N,MAHOPAC,NY,USA,10541,41.37,-73.76,"(41.37, -73.76)",POINT (-73.76 41.37)
Industrial,NY0005835,BROOKHAVEN NATIONAL LABORATORY,Surface,6.80,53 BELL AVE|SCTM  200-505-1-1.002,UPTON,NY,USA,11973,40.87,-72.88,"(40.87, -72.88)",POINT (-72.88 40.87)
Industrial,NY0274381,CATSMO,Both,,25 MYERS RD,WALLKILL,NY,USA,12589,41.61,-74.23,"(41.61, -74.23)",POINT (-74.23 41.61)
Industrial,NY0005118,ASTORIA GENERATING STATION,Surface,1402.20,18-01 20TH AVE,ASTORIA,NY,USA,11105,40.79,-73.91,"(40.79, -73.91)",POINT (-73.91 40.79)
Industrial,NY0103039,CROSMAN CORPORATION,Surface,0.06,7629 RTE 5 & 20,BLOOMFIELD,NY,USA,14469,42.90,-77.45,"(42.9, -77.45)",POINT (-77.45 42.9)
Industrial,NY0276936,NYCDDC -COLLEGE POINT SOUTH DRAINAGE IMPROVEMENTS (SE807),Surface,0.65,20th Ave & 119th St between 126 ST & US BULKHEAD,College Point,NY,USA,11356,40.78,-73.85,"(40.78, -73.85)",POINT (-73.85 40.78)
Industrial,NY0000736,NYS NIAGARA POWER PROJECT,Surface,72.30,ROBERT MOSES PKWY,LEWISTON,NY,USA,,43.14,-79.04,"(43.14, -79.04)",POINT (-79.04 43.14)
Industrial,NY0105431,BUCKEYE BREWERTON TERMINAL,Surface,0.14,CO RTE 37  - N SIDE - W OF TRACKS|RIVER RD,BREWERTON,NY,USA,13029,43.24,-76.14,"(43.24, -76.14)",POINT (-76.14 43.24)
Industrial,NY0260525,SI GROUP INC CONGRESS,Surface,,CONGRESS ST AT 10TH AVE,SCHENECTADY,NY,USA,12303,42.79,-73.95,"(42.79, -73.95)",POINT (-73.95 42.79)
Industrial,NY0245526,CORNING INC CORPORATE HEADQUARTERS,Surface,2.16,WALNUT ST,CORNING,NY,USA,14830,42.14,-77.06,"(42.14, -77.06)",POINT (-77.06 42.14)
Municipal,NY0026590,MAHOPAC WWTP,Surface,0.30,35 MUD POND RD,MAHOPAC,NY,USA,10541,41.38,-73.72,"(41.38, -73.72)",POINT (-73.72 41.38)
Industrial,NY0106721,LIDO BOULEVARD WELL FIELD,Surface,,330 LIDO BLVD,POINT LOOKOUT,NY,USA,11569,40.59,-73.58,"(40.59, -73.58)",POINT (-73.58 40.59)
Industrial,NY0000825,CRUCIBLE INDUSTRIES,Surface,0.62,575 STATE FAIR BLVD,GEDDES,NY,USA,13209,43.07,-76.21,"(43.07, -76.21)",POINT (-76.21 43.07)
Municipal,NY0026697,NEW ROCHELLE STP,Surface,13.60,1 LEFEVRES LN,NEW ROCHELLE,NY,USA,10601,40.91,-73.77,"(40.91, -73.77)",POINT (-73.77 40.91)
Municipal,NY0284254,City of Norwich Water Filtration Plant,Surface,,5054 St Rte 23,Norwich,NY,USA,13815,42.55,-75.50,"(42.55, -75.5)",POINT (-75.5 42.55)
Industrial,NY0270164,TIBA RIFT WATER TREATMENT PLANT,Surface,,I-81 OVER INTERNATIONAL RIFT,WELLESLEY ISLAND,NY,USA,13607,44.35,-75.98,"(44.35, -75.98)",POINT (-75.98 44.35)
Industrial,NY0000850,WORTHINGTON STEEL - ROME,Surface,0.05,530 HENRY ST,ROME,NY,USA,13440,43.21,-75.47,"(43.21, -75.47)",POINT (-75.47 43.21)
Industrial,NY0279846,LUCKY 7 LAUNDROMAT WEST INC,Ground,0.00,209 COMMACK RD,COMMACK,NY,USA,11725,40.84,-73.30,"(40.84, -73.3)",POINT (-73.3 40.84)
Municipal,NY0268976,BERNE WASTEWATER TREATMENT PLANT,Surface,0.03,ST RTE 443 - N SIDE - W OF SCHOOL,BERNE,NY,USA,12023,42.63,-74.15,"(42.63, -74.15)",POINT (-74.15 42.63)
Municipal,NY0030180,WADDINGTON WWTF,Surface,0.26,PINE ST,WADDINGTON,NY,USA,13694,44.87,-75.19,"(44.87, -75.19)",POINT (-75.19 44.87)
Industrial,NY0239780,PLATTSBURGH TOWN GARAGE AND OFFICE,Ground,0.00,151 BANKER RD,PLATTSBURGH,NY,USA,12901,44.70,-73.54,"(44.7, -73.54)",POINT (-73.54 44.7)
Industrial,NY0268909,Fabcon Precast,Surface,,123 CO RTE 101,SELKIRK,NY,USA,12158,42.52,-73.85,"(42.52, -73.85)",POINT (-73.85 42.52)
Municipal,NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,USA,13425,42.94,-75.46,"(42.94, -75.46)",POINT (-75.46 42.94)
Municipal,NY0023019,ELMA SD #1 JERGE SUBDIVISION,Surface,0.01,TREEHAVEN LN,ELMA,NY,USA,14059,42.85,-78.62,"(42.85, -78.62)",POINT (-78.62 42.85)
Municipal,NY0029831,OGDENSBURG -C WWT PLANT,Surface,6.50,RAILROAD ST,OGDENSBURG,NY,USA,13669,44.70,-75.49,"(44.7, -75.49)",POINT (-75.49 44.7)
Industrial,NY0264784,GRAHAMSVILLE HYDROELECTRIC FACILITY,Surface,,E DELAWARE TUNNEL,GRAHAMSVILLE,NY,USA,,41.86,-74.51,"(41.86, -74.51)",POINT (-74.51 41.86)
Municipal,NY0246999,HAMLET OF TROUPSBURG WWTF,Surface,0.04,768 SPUR RD,TROUPSBURG,NY,USA,14885,42.04,-77.54,"(42.04, -77.54)",POINT (-77.54 42.04)
Industrial,NY0202771,CASSADAGA LAUNDROMAT AND FOOD MART,Ground,0.00,8040 St Rte 60,Cassadaga,NY,USA,14718,42.35,-79.31,"(42.35, -79.31)",POINT (-79.31 42.35)
Municipal,NY0214507,DILLON FARMS SEWER DISTRICT,Surface,0.00,HANOVER DR,MONTICELLO,NY,USA,12701,41.66,-74.71,"(41.66, -74.71)",POINT (-74.71 41.66)
Industrial,NY0085910,ANCHOR GLASS CONTAINER CORP,Surface,0.01,151 E MCCANNS BLVD,ELMIRA HEIGHTS,NY,USA,14903,42.12,-76.82,"(42.12, -76.82)",POINT (-76.82 42.12)
Industrial,NY0002186,NRG OSWEGO HARBOR POWER,Surface,999.90,261 WASHINGTON BLVD,OSWEGO,NY,USA,13126,43.46,-76.53,"(43.46, -76.53)",POINT (-76.53 43.46)
Municipal,NY0161071,V-RUSHVILLE WWTF,Surface,0.10,6 WAREHOUSE ST,RUSHVILLE,NY,USA,14544,42.76,-77.23,"(42.76, -77.23)",POINT (-77.23 42.76)
Industrial,NY0264652,CATSKILL AQUEDUCT OUTLET IN KENSICO RESERVOIR,Surface,,600 NANNYHAGEN RD,THORNWOOD,NY,USA,10594,41.12,-73.75,"(41.12, -73.75)",POINT (-73.75 41.12)
Industrial,NY0171620,OLEAN LEASE,Surface,0.00,E RIVER RD,OLEAN,NY,USA,14760,42.06,-78.41,"(42.06, -78.41)",POINT (-78.41 42.06)
Municipal,NY0027863,HIGH STREET FT COVINGTON STP,Surface,0.09,44 HIGH ST |ST RTE 37 - HOPKINS PT,FORT COVINGTON,NY,USA,12937,44.99,-74.49,"(44.99, -74.49)",POINT (-74.49 44.99)
Industrial,NY0007030,GE GLOBAL RESEARCH CENTER,Surface,0.38,1 RESEARCH CIR,NISKAYUNA,NY,USA,12309,42.83,-73.88,"(42.83, -73.88)",POINT (-73.88 42.83)
Industrial,NY0072079,JCI JONES CHEMICALS INC,Ground,0.09,100 SUNNY SOL BLVD,CALEDONIA,NY,USA,14423,42.98,-77.84,"(42.98, -77.84)",POINT (-77.84 42.98)
Municipal,NY0257532,VILLAGE OF HERMON STP,Surface,0.06,102 WATER ST  (CO RTE 17),HERMON,NY,USA,13652,44.47,-75.24,"(44.47, -75.24)",POINT (-75.24 44.47)
Industrial,NY0108138,Former IBM Kingston Remediation,Surface,,ENTERPRISE DR,KINGSTON,NY,USA,12401,41.97,-74.00,"(41.97, -74.0)",POINT (-74 41.97)
Municipal,NY0030899,WATERVLIET - V COMBINED SEWER OVERFLOWS,Surface,0.01,HUDSON RIVER,WATERVLIET,NY,USA,12189,42.71,-73.70,"(42.71, -73.7)",POINT (-73.7 42.71)
Industrial,NY0109398,NEW HYDE PARK OIL TERMINAL,Ground,0.03,1900 PLAZA AVE AT HOFFMAN RD,NEW HYDE PARK,NY,USA,,40.73,-73.68,"(40.73, -73.68)",POINT (-73.68 40.73)
Industrial,NY0028843,SPRAGUE OPERATING RESOURCES LLC,Surface,0.03,58 RIVERSIDE AVE,RENSSELAER,NY,USA,12144,42.62,-73.75,"(42.62, -73.75)",POINT (-73.75 42.62)
Municipal,NY0255858,ST REGIS FALLS WWTP,Surface,0.12,70 CAMPSITE RD,ST REGIS FALLS,NY,USA,12980,44.68,-74.55,"(44.68, -74.55)",POINT (-74.55 44.68)
Industrial,NY0227170,SOUTHAMPTON COAL AND PRODUCE,Ground,,224 NORTH MAIN ST,SOUTHAMPTON,NY,USA,11968,40.90,-72.39,"(40.9, -72.39)",POINT (-72.39 40.9)
